,loss,output1_loss,output2_loss,output1_acc,output1_recall,output1_precision,output2_acc,output2_recall,output2_precision,val_loss,val_output1_loss,val_output2_loss,val_output1_acc,val_output1_recall,val_output1_precision,val_output2_acc,val_output2_recall,val_output2_precision
0,4.056056022644043,2.005976676940918,2.050063133239746,0.16711898148059845,0.0,0.0,0.26151758432388306,0.0,0.0,4.066575325789986,2.0528717041015625,2.0171518325805664,0.06460576504468918,0.0,0.0,0.3122611939907074,0.0,0.0
1,4.04828155040741,1.953573226928711,2.0946919918060303,0.28136128187179565,0.0,0.0,0.18671298027038574,0.0,0.0,4.025468736027793,1.9841340780258179,2.0418124198913574,0.09708231687545776,0.0,0.0,0.28864189982414246,0.0,0.0
2,4.027151584625244,1.9782968759536743,2.0488386154174805,0.1656426340341568,0.0,0.0,0.27058184146881104,0.0,0.0,4.03138264983675,1.9116878509521484,2.1195895671844482,0.36748871207237244,0.0,0.0,0.14119486510753632,0.0,0.0
3,4.017843842506409,1.9517230987548828,2.0661046504974365,0.2350955307483673,0.0,0.0,0.2359965294599533,0.0,0.0,4.010561812292498,1.9768165349960327,2.0321147441864014,0.1097603365778923,0.0,0.0,0.29280999302864075,0.0,0.0
4,4.004389762878418,1.9362051486968994,2.0681684017181396,0.284943550825119,0.0,0.0,0.23128527402877808,0.0,0.0,3.996607367385382,1.9337811470031738,2.063291311264038,0.29315733909606934,0.0,0.0,0.2304619699716568,0.0,0.0
5,3.9933266043663025,1.9564266204833984,2.03688383102417,0.18990446627140045,0.0,0.0,0.2893291413784027,0.0,0.0,3.988130671897668,1.9301234483718872,2.0577642917633057,0.3011462390422821,0.0,0.0,0.23515109717845917,0.0,0.0
6,3.9835124611854553,1.921790361404419,2.061706066131592,0.33523663878440857,0.0,0.0,0.2317846268415451,0.0,0.0,3.9809753807024144,1.9484370946884155,2.0325257778167725,0.21170544624328613,0.0,0.0,0.2770059108734131,0.0,0.0
7,3.9735718965530396,1.9410414695739746,2.0325143337249756,0.24265089631080627,0.0,0.0,0.2837711572647095,0.0,0.0,3.9715491079050205,1.9124666452407837,2.0579686164855957,0.34977424144744873,0.0,0.0,0.21830496191978455,0.0,0.0
8,3.963475525379181,1.9201645851135254,2.043294906616211,0.3271276652812958,0.0,0.0,0.2531697750091553,0.0,0.0,3.96221387622339,1.9374542236328125,2.02461838722229,0.25286558270454407,0.0,0.0,0.27804791927337646,0.0,0.0
9,3.9528884887695312,1.9188517332077026,2.0340209007263184,0.31929004192352295,0.0,0.0,0.26259225606918335,0.0,0.0,3.950320599103148,1.9111865758895874,2.038726329803467,0.3327544331550598,0.0,0.0,0.23202501237392426,0.0,0.0
